Fecha ;PM10;PM2.5;Vel Viento;Dir Viento;NO;NO2;NOX;SO2;CO;OZONO;BC;Temperatura;Presion Baro;HR;Precipitacion ;Rad Solar
01-01-2024 24:00;25,5;16,3;1;278;0;0;0;0;0,42;9;0;16,7;564;70;0;155
02-01-2024 24:00;28,7;15,3;1,1;297;22,9;12,8;35,7;0;0,46;10,3;0;16,1;564;69;0;158
03-01-2024 24:00;31,1;17;1;303;35;17,4;52,4;0;0,5;9;0;15,3;564;68;0;170
04-01-2024 24:00;31,9;16,8;1;280;70,5;26,1;96,6;0;0,61;10,7;0;14,5;565;67;0;189
05-01-2024 24:00;35;19;1,2;287;44,6;19,5;64,1;0;0,46;12,4;0;15,6;564;67;0;179
06-01-2024 24:00;29,5;14,4;1,3;327;23,8;18;41,8;0;0,39;11,4;0;15,5;564;59;0;218
07-01-2024 24:00;25;14,6;1,5;356;29,9;17,7;47,6;0;0,46;7,4;0;14,3;564;62;0;196
08-01-2024 24:00;28,8;17;1,2;290;45,4;20,8;66,3;0;0,64;7,4;0;13,5;563;67;0;156
09-01-2024 24:00;36,6;19,4;1,3;304;43,8;25,7;69,5;0;0,52;6,3;0;14,6;564;64;0;188
10-01-2024 24:00;41,8;22,8;1,1;299;45,2;26,2;71,3;0;0,53;9,4;0;14,6;564;66;0;140
11-01-2024 24:00;37,4;20,6;1,3;279;33,9;21,5;55,4;0;0,45;11,5;0;15;564;66;0;174
12-01-2024 24:00;41,7;23,4;1,3;269;28,9;17,9;46,8;0;0,34;12;0;17;564;66;0,4;176
13-01-2024 24:00;40,6;24,5;1,1;290;27,6;11;38,6;0;0,42;11,1;0;15,9;564;70;0;141
14-01-2024 24:00;31,1;18,3;1,1;306;23;8,1;31,1;0;0,49;10,6;0;16;564;65;0;163
15-01-2024 24:00;25,2;11,9;1,3;357;23,3;9;32,3;0;0,34;10;0;15,2;564;57;0;206
16-01-2024 24:00;33,5;16,2;1,5;12;87,9;13,8;101,7;0;0,57;8,8;0;13,7;564;56;0;209
17-01-2024 24:00;32,1;14,2;1,8;15;50,1;14,1;64,1;0;0,4;7,1;0;14,4;564;57;0;177
18-01-2024 24:00;29,6;13,9;1,7;16;54,1;12,7;66,7;0;0,52;6;0;14,6;565;59;0;190
19-01-2024 24:00;36,4;15,5;1,4;34;53,9;10,4;64,4;0;0,51;8,7;0;14,3;564;58;0;200
20-01-2024 24:00;30,9;12,2;1,2;84;29,1;10,1;39,1;0;0,43;6,8;0;14,8;564;64;0;112
21-01-2024 24:00;20,1;7;1,4;116;3,7;4,1;7,8;0;0,27;9,2;0;15,7;565;64;0;104
22-01-2024 24:00;33,5;11;1,5;58;33,6;10,6;44,1;0;0,43;8,5;0;14,8;565;53;0;213
23-01-2024 24:00;43,5;19;1,4;22;83,1;20,7;103,8;0;0,58;8,2;0;13,7;565;45;0;229
24-01-2024 24:00;52,8;23,4;1,3;343;72;17,5;89,5;0;0,65;12,3;0;14,4;564;51;0;230
25-01-2024 24:00;61,5;26,4;1,4;311;47,9;15,5;63,5;0;0,64;13,4;0;14,6;564;59;0;231
26-01-2024 24:00;54,6;28,6;1,2;274;28,3;14,7;43;0;0,49;13,1;0;15,5;564;61;0;207
27-01-2024 24:00;57,8;30,4;1,4;287;17,6;15,1;32,7;0;0,52;14,3;0;16;565;65;0;204
28-01-2024 24:00;49;29,3;1,4;291;6,4;9,8;16,1;0;0,46;14,9;0;17,6;565;66;0;199
29-01-2024 24:00;48,2;19,1;1,9;145;3,9;7,6;11,5;0;0,35;13,9;0;17,8;564;58;0;213
30-01-2024 24:00;52,3;26,6;1,5;254;18,1;14,8;32,9;0;0,48;10,6;0;16,2;564;61;0;180
31-01-2024 24:00;54;26,6;1,3;272;41,4;13;54,4;0;0,44;8,8;0;16;565;66;0,1;158
01-02-2024 24:00;42,2;22;1,2;282;21,7;13,7;35,5;0;0,38;7,8;0;16,1;564;69;2,6;119
02-02-2024 24:00;33,3;17,6;1,1;285;19,7;10,3;30;0;0,46;9,8;0;16,4;564;71;0,6;95
03-02-2024 24:00;28,9;11,6;1,3;277;4,5;11,7;16,2;0;0,4;11,4;0;16,8;564;70;1;164
04-02-2024 24:00;17,5;8,8;1,1;295;3,9;9,7;13,6;0;0,34;10,1;0;16,2;563;69;1,5;90
05-02-2024 24:00;27,1;12,4;1,1;147;25,7;16,5;42,1;0;0,55;6,9;0;14,9;564;74;2,1;64
06-02-2024 24:00;29,2;13,8;0,9;295;40,3;15,1;55,3;0;0,6;2,7;0;14,6;564;79;18,1;55
07-02-2024 24:00;25,3;9,9;1;270;15,4;11,8;27,2;0;0,41;5;0;15,2;565;75;10;93
08-02-2024 24:00;35,8;18,3;1;309;47;12,4;59,3;0;0,55;3,9;0;14,3;565;76;0,3;93
09-02-2024 24:00;34,5;13,8;1,2;66;33;10,9;43,9;0;0,55;4,8;0;16,3;564;69;0,3;112
10-02-2024 24:00;21,5;8,5;1,5;24;17,6;9,8;27,4;0;0,38;6,3;0;15,8;564;67;0,3;163
11-02-2024 24:00;24,4;11,3;1,2;295;24,5;6,6;31,1;0;0,36;8,4;0;15,6;564;62;0;188
12-02-2024 24:00;45,5;23;1;279;28;12,9;41;0;0,47;10,5;0;15,8;564;67;0;170
13-02-2024 24:00;48;24,9;1,2;285;44,9;12,2;57,1;0;0,48;10,1;0;16,2;564;68;14,1;188
14-02-2024 24:00;35,5;16,6;1,9;79;9,6;10,7;20,3;0;0,3;8,9;0;15,7;565;63;0;158
15-02-2024 24:00;30,8;13,9;1,5;88;7,1;10,7;17,8;0;0,31;8;0;15,8;565;65;0;91
16-02-2024 24:00;26,8;10,1;1,6;119;8;10,1;18,2;0;0,32;6,5;0;16,3;564;67;0;122
17-02-2024 24:00;26,4;9,8;1,4;106;7,2;8,7;15,9;0;0,3;6,6;0;16;564;65;0;143
18-02-2024 24:00;32;16,6;1,4;301;21,8;9,3;31,1;0;0,47;7,7;0;15,4;565;68;0;182
19-02-2024 24:00;50,2;22,8;1,3;294;26,2;14,3;40,6;0;0,52;9,2;0;16,3;565;65;0;204
20-02-2024 24:00;54,5;23,9;1,4;290;52,2;14,1;66,2;0;0,6;7;0;16,2;565;65;0;232
21-02-2024 24:00;60,2;22,9;1,6;293;58,7;12,4;71;0;0,64;7,8;0;14;564;64;0;223
22-02-2024 24:00;44,8;15,3;1,5;272;56,3;11,7;67,9;0;0,52;8,4;0;15,3;564;65;0;191
23-02-2024 24:00;51,4;20,3;1,5;305;23,2;12,9;36,1;0;0,48;10,7;0;15,8;563;65;0;206
24-02-2024 24:00;50,8;22,4;1,3;281;28,3;13,8;42,1;0;0,47;12,3;0;16;564;67;0,1;161
25-02-2024 24:00;39,5;20,8;1,2;280;0;0;0;0;0,39;10,8;0;15,6;565;65;0;164
26-02-2024 24:00;58,8;29,8;1,1;288;0;0;0;0;0,5;10,9;0;15;565;68;1;132
27-02-2024 24:00;53,1;31,4;1,4;283;0;0;0;0;0,49;13,8;0;16,2;564;67;0,6;161
28-02-2024 24:00;43,4;25,8;1,4;256;0;0;0;0;0,4;14,1;0;17,2;564;66;0;167
29-02-2024 24:00;49,2;28,3;1,5;244;0;0;0;0;0,42;16,4;0;17,5;564;64;0;199
01-03-2024 24:00;54,8;29;1,4;255;0;0;0;0;0,38;20,6;0;16,7;564;62;0;176
02-03-2024 24:00;54,1;31,8;1,4;285;0;0;0;0;0,46;17,6;0;16,8;564;63;3,3;191
03-03-2024 24:00;35,9;23,2;1,6;290;0;0;0;0;0,44;17;0;16,9;564;66;0,5;218
04-03-2024 24:00;49;27,5;1,2;281;0;0;0;0;0,57;8,9;0;16,2;564;71;6,8;148
05-03-2024 24:00;50,3;32,2;1,3;251;32,7;14,1;46,9;0,4;0,52;11,1;0;16,6;564;67;0,1;157
06-03-2024 24:00;55,5;37,7;1,4;268;0;0;0;1,5;0,57;8,9;0;15,7;564;68;23;177
07-03-2024 24:00;53,7;34,6;1,3;22;34,4;13,1;47,4;2,6;0,6;9,7;0;16,2;564;65;0;164
08-03-2024 24:00;46,1;28,3;1,3;109;19,8;12,7;32,5;1,5;0,55;0;0;16,1;565;66;0;138
09-03-2024 24:00;29,8;18,9;1;291;12,9;9,6;22,5;1,4;0,46;7,6;0;15;565;69;0;50
10-03-2024 24:00;28,5;17,9;1,3;133;0;0;0;1,4;0,45;8,6;0;16,2;565;63;0;149
