Fecha ;PM10;PM2.5;Vel Viento;Dir Viento;NO;NO2;NOX;SO2;CO;OZONO;BC;Temperatura;Presion Baro;HR;Precipitacion ;Rad Solar
2/01/2024 0:00;27,2;20,2;1,6;255;3,5;11,3;14,8;0,4;0,42;12,2;1;16,9;564;78;0;177
3/01/2024 0:00;30;17,1;1,7;257;9,6;16,4;26;0,7;0,49;14,8;1,6;16,4;563;73;0;189
4/01/2024 0:00;36,6;18,8;1,8;271;16,5;20,2;36,7;0,8;0,57;13,8;2,1;16,6;564;72;0;183
5/01/2024 0:00;38,7;18,3;1,8;263;22,5;20;42,5;1,5;0,63;14,2;2,8;16,4;564;70;0;232
6/01/2024 0:00;36,3;16,8;2;259;12;18,9;30,9;1,1;0,47;15,7;2;16,2;564;72;0;219
7/01/2024 0:00;0;14,6;2,2;209;17,7;18,6;36,3;0,7;0,53;12,5;1,8;17;563;49;0;257
8/01/2024 0:00;16,7;5;2,1;186;7,9;12,8;20,7;0,5;0,31;9,6;0,9;16,3;563;56;0;253
9/01/2024 0:00;23,1;9,4;1,9;223;7,9;12,6;20,5;1;0,33;10;1;16,2;563;63;0;249
10/01/2024 0:00;35;16,9;1,8;231;31,2;20,5;51,7;1,9;0,79;7,9;3;16,5;563;60;0;196
11/01/2024 0:00;59;26,3;1,8;269;36,5;27,2;63,7;3,1;0,97;11,7;4,2;16,6;564;71;0,2;146
12/01/2024 0:00;47,8;18,9;1,8;273;25,7;23;48,6;1,3;0,82;11,1;3;16,5;564;71;0;165
13/01/2024 0:00;37,3;24,1;1,9;258;13,1;24,7;37,8;1,9;0,7;11,5;2,6;16,8;563;80;25,3;150
14/01/2024 0:00;34,6;23,7;1,9;269;8;20,9;28,9;2,6;0,54;15,5;1,8;16,3;564;82;2,9;170
15/01/2024 0:00;29,8;19,3;1,9;239;6,7;16,8;23,5;2,2;0,46;14,3;1,4;16,7;564;70;0;255
16/01/2024 0:00;23;9;1,8;157;8,6;16,8;25,4;1,3;0,41;12,9;1,3;17;563;49;0;228
17/01/2024 0:00;28,6;11,1;1,9;162;21,2;18,6;39,8;1,5;0,54;10,8;1,9;16,7;563;48;0;265
18/01/2024 0:00;23;0;1,7;92;21,7;21,2;42,8;1,7;0,67;6,1;2,2;17,2;564;50;0;162
19/01/2024 0:00;25,5;0;1,8;140;21,6;18,4;40;1,7;0,64;8;2,1;17,3;564;54;0;201
20/01/2024 0:00;32,6;0;2;190;29,8;18;47,8;1,6;0,64;9;2,8;16,6;563;52;0;259
21/01/2024 0:00;20,3;8,1;2;171;11,3;16,2;27,5;2;0,54;7,9;1,5;16,3;564;63;0;134
22/01/2024 0:00;12,5;5,1;2;170;3,4;9,8;13,1;1,8;0,36;11,1;0,6;16,8;564;66;0;156
23/01/2024 0:00;0;4,6;2,1;118;9,5;15,1;24,6;1,4;0,46;11,1;1,3;17,2;564;46;0;260
24/01/2024 0:00;26,6;7,5;2,2;120;8,7;19,8;28,4;1,5;0,47;15,6;1,8;17,1;564;32;0;267
25/01/2024 0:00;43,4;18,1;1,6;89;21,9;26,1;47,9;2,1;0,67;12;2,9;17,1;564;41;0;265
26/01/2024 0:00;66,2;28,4;1,9;256;24,6;26,8;51,4;2,9;0,92;19,9;4,4;16,6;563;54;0;256
