Fecha ;PM10;PM2.5;Vel Viento;Dir Viento;NO;NO2;NOX;SO2;CO;OZONO;BC;Temperatura;Presion Baro;HR;Precipitacion ;Rad Solar
2/01/2017 0:00;10,2;7,3;2;227;1,4;4,3;5,6;0,9;0,11;12,3;0;15;0;63;0,1;146
3/01/2017 0:00;11,9;6,7;1,7;278;7,3;7,1;14,3;1,3;0,25;13,6;0;15,6;0;53;0;286
4/01/2017 0:00;31,8;14,8;1,1;142;21,6;14,7;36,3;2;0,46;10,2;0;14,7;0;64;0;243
5/01/2017 0:00;41,8;19,8;0,9;107;31,3;16,6;47,9;2,4;0,81;10,1;0;14,7;0;68;0;157
6/01/2017 0:00;42,6;25,6;1,1;129;28,1;18;46,1;2,2;0,74;6,9;0;14;0;72;0;130
7/01/2017 0:00;15,5;8,5;1,1;263;11,7;10,5;22,1;1,5;0,37;7,8;0;14,1;0;66;0;129
8/01/2017 0:00;11,9;7;1,4;272;3,2;7,4;10,6;1,3;0,08;12;0;15,4;0;63;10;159
9/01/2017 0:00;16,8;9,7;1,2;194;1,5;8,6;10;1,2;0,28;11,7;0;15,2;0;69;5;151
10/01/2017 0:00;26,1;18,1;0,9;124;11,5;14,8;26,2;1,8;0,4;0;0;13,8;0;77;5;113
11/01/2017 0:00;38,3;22,4;1,3;94;12,7;20,4;33,2;2,4;0,87;0;0;14,8;0;73;20;152
12/01/2017 0:00;32,9;22,4;1,1;75;19,8;20,3;40,1;2,1;0,73;0;0;14,7;0;75;0;136
13/01/2017 0:00;43;22,5;1,1;94;26,7;18,6;45,3;1,9;0,67;0;0;14,6;0;69;15;200
14/01/2017 0:00;55,7;31,6;1,3;119;21,9;20,9;42,8;1,3;0,62;10,3;0;14,9;0;69;5;189
15/01/2017 0:00;39,3;27,8;1,2;123;7,2;17,4;24,6;0,6;0,73;10;0;14,8;0;75;5;123
16/01/2017 0:00;23,3;15,7;1,7;130;3,4;11,3;14,8;0,4;0,24;0;0;16;0;70;0;269
17/01/2017 0:00;34,6;19,5;1,7;137;9,7;14,2;23,9;0,9;0,42;0;0;15,8;0;70;0;187
18/01/2017 0:00;36,9;20,7;1,6;144;11,8;17,4;29,3;0,7;0,46;0;0;15,2;0;67;5;204
19/01/2017 0:00;42,7;30,2;0,8;154;19;22,4;41,4;1;0,3;6,4;0;13,7;0;80;0;67
20/01/2017 0:00;58,2;30,5;0,9;151;23,9;22,7;46,7;1;0,66;8,9;0;15,1;0;72;0;148
21/01/2017 0:00;52,6;27,5;1,6;160;18,8;18,6;37,4;1,5;0,43;10,8;0;15,4;0;70;0;222
22/01/2017 0:00;38,5;16,6;1,6;168;19,4;14;33,4;0,5;0,27;11,4;0;13,3;0;65;0;227
23/01/2017 0:00;0;16,1;1,1;171;34,6;15,9;50,5;0,9;0,61;13,7;0;12,4;0;60;0;304
24/01/2017 0:00;51,9;27,5;1,3;162;31,7;20,5;51,6;1;0,72;11,8;0;13,2;0;67;5;278
25/01/2017 0:00;53,1;29,9;1,4;170;20;19,7;39,7;0,8;0,63;15,2;0;14,1;0;70;5;237
26/01/2017 0:00;23,9;14,5;1,3;345;7,4;12,7;20,1;0,4;0,44;10,7;0;14,4;0;63;5;157
27/01/2017 0:00;17,1;10,1;1,4;320;6,7;9,9;16,6;0,1;0,48;8,9;0;14,9;0;66;1,1;141
28/01/2017 0:00;23,7;13,3;1,5;359;12;10;22;0,2;0,48;8;0;14,5;0;65;0;191
29/01/2017 0:00;34,4;18,6;1,1;141;31,6;11,9;43,5;1,1;0,79;5,1;0;14,6;0;66;0;214
30/01/2017 0:00;21,6;10,9;1;209;16,7;9;25,8;0,5;0,6;7;0;14,4;0;65;10;137
31/01/2017 0:00;57,4;31,6;0,9;192;42,5;21,6;64,1;1,5;0,99;4,1;0;14,3;0;72;0;110
1/02/2017 0:00;31,3;18,2;1,2;282;25,1;12,6;37,7;0,6;0,66;5,9;0;15,2;0;67;0;168
2/02/2017 0:00;43,9;22,6;1,1;199;35,7;15,5;51,2;1,3;1,2;5,7;0;14,5;0;68;0;196
3/02/2017 0:00;41,8;22,9;1;153;38,4;17,6;56,1;1,8;0,88;10;0;14;0;68;5,1;235
4/02/2017 0:00;33,5;18,9;1;85;31,4;14,2;45,6;1,6;0,98;7,5;0;14,3;0;66;5,1;254
5/02/2017 0:00;31;16,3;1,4;268;29,4;11,7;41,1;1,5;0,82;14,3;0;14,4;0;60;0;189
6/02/2017 0:00;20,7;11,9;2,2;6;0,9;6,8;7,7;0,8;0,34;27,7;0;15,9;0;47;0;290
7/02/2017 0:00;29,3;15,6;1,6;82;21,7;14;35,7;1,4;0,78;18,5;0;14,4;0;44;5;326
8/02/2017 0:00;22;12,6;1,7;58;9,2;13,7;22,8;0,9;0,71;23,7;0;16;0;35;5;317
9/02/2017 0:00;44,9;22,5;1,3;165;23,6;20,5;44;1,5;1;13,3;0;15,2;0;56;0;326
10/02/2017 0:00;68,3;35,5;1,4;248;30,4;25;55,5;2;1,34;19,7;0;14,9;0;63;10,1;286
11/02/2017 0:00;49,1;28,1;1,8;248;6,9;17,4;24,3;1,7;0,59;17,3;0;16,5;0;66;0;240
12/02/2017 0:00;55,9;34;1,7;250;13,5;17;30,5;2;0,88;18;0;16,4;0;67;0;275
13/02/2017 0:00;31,1;21,4;1,5;242;3,2;12,7;16;1,3;0,53;14,7;0;15,7;0;73;3,8;187
14/02/2017 0:00;27,9;15,3;1,6;232;5,6;12,8;18,4;1,1;0,62;14,6;0;15,3;0;68;0,1;260
15/02/2017 0:00;36,6;19,1;1,4;244;17,3;13,7;31;1,4;0,58;13,6;0;14,3;0;68;0,2;260
16/02/2017 0:00;59,9;32,5;1,5;266;40,6;20;60,5;2;1,25;10,4;0;14,3;0;66;10,1;291
17/02/2017 0:00;42,2;25,1;1,5;278;16,6;16,4;33;0,8;0,72;9,3;0;15;0;65;0;193
18/02/2017 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/02/2017 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/02/2017 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/02/2017 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22/02/2017 0:00;50,2;35,9;1,4;295;21,5;18,5;40;1,1;0,69;14,1;0;15,6;0;73;29,1;250
23/02/2017 0:00;46,3;27,7;1,6;353;21,7;15,9;37,6;1,2;0,54;15,1;0;15,2;0;67;0,2;264
24/02/2017 0:00;48,3;27,6;1,3;2;18;18,6;36,5;1,5;0,47;14,8;0;14,5;0;65;0,1;140
25/02/2017 0:00;40,7;27,2;1;36;30,1;22,7;52,8;1,2;0,79;8;0;13,7;0;76;3,6;77
26/02/2017 0:00;32,4;0;0,8;18;25,8;26,8;52,7;1,1;0,61;6,5;0;13,4;0;81;24,6;106
27/02/2017 0:00;23,9;0;0,8;3;17,5;18,5;36;1,1;0,58;11,1;0;13,2;0;79;29,6;121
28/02/2017 0:00;35,9;0;0,9;21;28,5;19,1;47,5;1,5;0,81;7,6;0;14,3;0;73;0,3;148
1/03/2017 0:00;46,3;0;0,9;346;23;25;48;1,1;0,96;12,6;0;14,1;0;74;45,8;164
2/03/2017 0:00;40,8;6,4;0,7;30;46,5;26,8;73,3;1,6;0,26;4;0;13,1;0;79;3,5;120
3/03/2017 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4/03/2017 0:00;22,9;0;1,4;207;17,8;10,6;28,4;0,9;0;15,7;0;14,1;0;56;0;237
5/03/2017 0:00;27,2;8,9;1,2;234;31,4;11,9;43,3;1,2;0,7;8,6;0;13,9;0;65;0;193
6/03/2017 0:00;19,3;0;1,1;172;4,7;9,3;14,1;0,7;0,29;10;0;15,9;0;67;0,1;134
7/03/2017 0:00;30,3;7,5;1,2;93;24,1;14,5;38,6;1,1;0,71;7,1;0;15,4;0;73;1;141
8/03/2017 0:00;37,6;10,8;1,2;55;26,6;24,5;51,1;1,6;0,88;8,7;0;14,9;0;74;50,6;143
9/03/2017 0:00;28,1;10,8;0,9;84;38,7;20,1;58,7;1,6;0,95;2,5;0;13,2;0;83;20;68
10/03/2017 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11/03/2017 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/03/2017 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13/03/2017 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14/03/2017 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15/03/2017 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16/03/2017 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17/03/2017 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18/03/2017 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
